040008690202237040320202102211233101228600800001210120222      2                             2       2        00197989812202301000
04000869030320803062021101094 233102             10320221      2                             2       2        00281739292202301000
040008690608150031020192098311233021831000400001710120202      2                             2       2        00222239272202301000
04000870010124702042023311244 500002             10420231      2                             100100002        00205543532202301000
04000871010113701112018210424 223012             11220181      2                             2       2        00192950862202301000
04000872010115302022019210144 223002             10320191      2                             2       2        00222239272202301000
04000872020224802042019208414 214002             10420191      2                             2       2        00205543532202301000
04000873020215305032023210831240009183500070000062       1220231  3000001ABC  0750100150000002       2        00189989041202301000
040008740101149011120222047111500101714302000001010920232      1  9000001ABC  050025025000000102500002        00189989041202301000
04000875020213601122022204711123324193410020000092       1220241   900005AC   0950000050000002       2        00164950811202301000
04000876010116009082023211224 500002             10820234      2                             100000002        00207834262202301000
04000876020225709082023211264 500002             10820234      2                             100000002        00193514252202301000
04000876030322605082023111094 500002             10920234      2                             100000002        00269742832202301000
04000877030524202012022204751123388152860030000582       8888881   600005A    1000000000000002       2        00216906931202301000
040008780303227020120204103211213441322100300004410920232      1   750001AE   050000000000050101000002        00219968851202301000
040008790202147020620232047211233041724100300005310620232      1   300001AE   015000000000085100500002        00182272391202301000
04000880020224301102022204431123526191960020000112       1220241   900001AC   0800000200000002       2        00201972361202301000
040008810202238011120182045211234151519600150001510220202      2                             2       2        00167836182202301000
04000882030313201052022104521121260192010002308162       0520271  1200001AB   0500500000000002       2        00217769011202301000
04000883030313301062023104711121405161010060000032       1120231  1500001A    1000000000000002       2        00217769011202301000
04000884030323201012020110221150088122860075000442       8888882                             2       2        00296013471202302100
04000885020214701012021204511123436151560029000322       0120241  1200001A    1000000000000002       2        00233772861202302100
04000886020213701092019208341123288134550027600482       8888881  1200005A    1000000000000002       2        00311467741202302100
04000887010123208042023110138 500002             10420234      2                             100000002        00403866082202302100
04000887020422601052023109424 223002             10520234      2                             100000002        00403866082202302100
04000887040822501032023210334 223002             10320234      2                             2       2        00403866082202302100
04000888020226401022020204094 212082             11020204      2                             2       2        00286485032202302100
04000889020215102032023210091240012131500150000482       0320241  5000001AC   0750000250000002       2        00335810531202302100
04000890010126301102019303094 222002             11020194      2                             2       2        00286485032202302100
04000890020324204092023109091240010151500080000402       0720241   800001AD   0900000000100002       2        00353014001202302100
04000891810324001122018110231150088123850065000572       8888881   450001A    1000000000000002       2        00318675001202302100
04000892020215501052022210251121388151560035000162       8888881  1680005A    1000000000000002       2        00254941271202302100
04000893020224001082022209521121136191960025000132       0820251  1080005A    1000000000000002       2        00271411581202302100
04000894020223701082023209521122136191960026000012       0820261   200005A    1000000000000002       2        00271411581202302100
04000895030322801032022108421123324191960025000182       0320241   360005A    1000000000000002       2        00404135421202302100
04000896020213701052023210351121236135620085000042       0520261  2400005AC   0500000500000002       2        00326217781202302100
04000897020223901122020209911121136191960026000332       1220231  1200005AC   0900000100000002       2        00257386791202302100
04000898010116406072023210098 234002             10720234      2                             100000002        00209822092202302100
04000898020226602062022204094 500012             10720224      2                             2       2        00184478212202302100
04000898030324002062022110444 500012             10720224      2                             2       2        00223377512202302100
04000898040323602062022111234 500012             10720224      2                             2       2        00223377512202302100
04000899010116401032022210094 600012             10420224      2                             2       2        00209822092202302100
04000899020225901032022210094 600012             10420224      2                             2       2        00181279822202302100
04000899030322803012023111234 400002             10120234      2                             2       2        00255555302202302100
04000900010114899092023210318 214002             10920234      2                             100000002        00212491632202302100
04000900020225101082019210234 211012             10920194      2                             2       2        00300777952202302100
04000900030312001082019109094 211012             10920194      2                             2       2        00254725182202302100
04000900040321601082019104094 211012             10920194      2                             2       2        00277813932202302100
04000900050321101082019101094 211012             10920194      2                             2       2        00260791492202302100
04000901010113602122022210424 223002             11220224      2                             2       2        00283113652202302100
04000901020223101122022210524 223002             11220224      2                             2       2        00255555302202302100
04000901030310701122022101094 223002             11220224      2                             2       2        00323777572202302100
04000902020215804052023210091123312113430150000502       0520241  3000001ABC  0750100150000002       2        00209822091202302100
04000903010127001102019210094 500192             10520214      2                             2       2        00184478212202302100
04000904020215006082023210091223506131500200000362       0220241  3000001AC   0800000200000001030000010006500000212491631202302100
04000905020215602022022210091123224172450150000302       0220241  3750001ABCD 0300300300100002       2        00209822091202302100
04000905040312501012023110091240012151500080000082       0120242                             2       2        00260492141202302100
04000905050312501042023110141123224114560060000052       0420252                             2       2        00260492141202302100
04000906010113801062019210314 223002             10620194      2                             2       2        00283113652202302100
04000906020223303092023210134 214002             10920234      2                             1000000010003000000255555302202302100
04000906030321001062019101094 223002             10620194      2                             2       2        00260791492202302100
040009070101162011120182102121234451114303000004510820224      2                             2       2        00209822092202302100
04000907020226301112018210097 234452             10820224      2                             2       2        0018127982 202302100
040009070305143011120182102521234451214301000004510820224      2                             2       2        00283113652202302100
040009070403238011120182102221234451414300300004510820224      2                             2       2        00223377512202302100
04000908010114502072022210024 214002             10720224      2                             2       2        00212491632202302100
04000908020224902072022210334 214002             10720224      2                             2       2        00300777952202302100
04000908030311802072022105094 214002             10720224      2                             2       2        00254725182202302100
04000909010125501112019210094 300012             11220194      2                             2       2        00181279822202302100
04000909020215803032023210091240009131500300000362       1220231  9000001ABCD 0500250200050002       2        00209822091202302100
04000909030322401102022110221130024153860120000112       1020242                             2       2        00277813931202302100
04000910010116501072019211094 500012             10820194      2                             2       2        00224782492202302100
04000910020226301072019211134 500012             10820194      2                             2       2        00181279822202302100
04000911020214603022023210091230010131500200000502       1220231  6000001ABCD 0500200200100002       2        00212491631202302100
04000912020215802052020204831123288183490050000412       8888881  1800001AC   0900000100000002       2        00327295111202302100
04000913020314902052023208511240008151500060000122       0120241  1200001A    1000000000000002       2        00216796451202302100
04000913030524901062023208411240007151500048000032       0120241   720001AB   0500500000000002       2        00306871341202302100
04000914020724502052022304091123424153960020000402       0520241   500005A    100000000000000100500002        00374135061202302100
04000914030412701082023108511123424151560025000012       0820252                             2       2        00324023901202302100
04000915010126301102018310334 222012             11120184      2                             2       2        00186587002202302100
04000916010115301092019304544 212012             11020194      2                             2       2        00220922972202302100
04000917020215401052022204831123324183520050000162       0520241  1150005ABCD 0400250250100002       2        00220922971202302100
04000918020214202062023204091123424152470030000352       0620251   360005ABCD 0500200200100002       2        00470583461202302100
04000919010116001102021204728 233002             11020212      2                             2       2        00348760312202302100
04000920020214701092023208342150088134550035000002       8888882                             2       2        00256870931202302100
04000921020213401022019209821121388182260030000552       8888881  1260001AB   0700300000000002       2        00314896461202302100
04000922020224401022020201911123588191960025000432       8888881   900005A    1000000000000002       2        00270030351202302100
040009230101160010320192043411233511349600300005110620232      1   500001A    100000000000000101000002        00343564421202302100
04000924020214503062023210341122324134550040000512       0620251  1600001ABC  0500250250000002       2        00347935541202302100
04000925020215901032020209341250046134500070000422       0120241  1800001A    1000000000000002       2        00343564421202302100
04000926020215503012023204511123424151560050000312       0120251  1500001A    1000000000000002       2        00244821471202302100
04000927020214502062023204311121324131290050000242       0620251  1200001A    1000000000000001010000010002300000247936291202302100
04000928010124602082023210414 223002             10820234      2                             100000002        00226514492202303400
04000928030322101082023109094 223002             10820234      2                             100000002        00234668412202303400
04000928040321801082023105094 223002             10820234      2                             100000002        00234668412202303400
04000928050814901082023108094 223012             10920234      2                             100000002        00214750792202303400
04000929010117401032023210094 500062             10920234      2                             1000000010006000000223364012202303400
04000929020227401032023211094 500062             10920234      2                             1000000010006000000189885652202303400
04000930030514701122020210411123336125620060000332       1220231  1800001AC   0600000400000002       2        00214750791202303400
04000930060313601022023210334 212002             10220234      2                             2       2        00223573192202303400
04000930070523801022023211334 212002             10220234      2                             2       2        00197296332202303400
04000931010124901072023210224 222002             10720234      2                             100000002        00226514492202303400
04000932030522801102022204821121336182260030000112       1020251  1200005A    1000000000000002       2        00307052411202303400
04000933020214201112022210721122114121260050000102       0120241  2100005A    1000000000000002       2        00326054651202303400
04000934020224101102021204821123326113960025000232       1220231   720005A    1000000000000002       2        00287733001202303400
04000935030323101072023110141150036114560080000022       0720261   550001A    1000000000000002       2        00305098581202303400
04000936010113001082019210248 221012             10920194      2                             2       2        00271541722202303400
040009370202146020920212098211232241714300350004810920232      1  1662501A    100000000000000101000002        00311195361202303400
04000938020213405062023208421250008151500040000452       0220241  1900001A    1000000000000002       2        00271541721202303400
04000939030322901092023110231121139123850060000002       1220262                             2       2        00243799751202303400
04000940030323001032019110231123457121620035000542       1220231   600001A    1000000000000002       2        00243799751202303400
04000941020213203022023210141222310183500135000182       1220231  3000001AC   0700000300000002       2        00216984961202303400
04000942020324501062023410231150036123850040000032       0620261   360001A    1000000000000002       2        00262293421202303400
04000943010113101052023209814 212002             10520234      2                             100000002        00216984962202303400
04000943020223001052023210524 212002             10520234      2                             100000002        00243799752202303400
04000944020214201092019210221150050122860090000482       1120231  1800001A    1000000000000002       2        00258887531202303400
040009450303233020820231105211234361425500500004410820232      1   500001A    100000000000000100500002        00243799751202303400
04000945040324801122021210231123436123850040000212       1220241   600001A    1000000000000002       2        00262293421202303400
04000946030513903062022208821123224154520045000482       0620241  2430001A    1000000000000002       2        00178747531202303400
04000947020225601072023208414 223002             10720234      2                             100000002        00142355382202303400
04000947030322401022020110414 223002             10220204      2                             2       2        00187618192202303400
04000948020725701022021310961123437153960020000312       0320241  1080001AC   0900000100000002       2        00142355381202303400
04000949020214902072023208741123324174330045000482       0720251  1710001A    1000000000000002       2        00218778441202303400
04000950020215005092023204821222207183500035000452       0420241  1330001A    1000000000000002       2        00218778441202303400
04000951010113701122019211234 211002             11220194      2                             2       2        00220242492202303400
04000951020223601122019210094 211002             11220194      2                             2       2        00194357092202303400
04000951040310401122019   094 211002             11220194      2                             2       2        00280092542202303400
04000952010115202112022209524 223002             11120224      2                             2       2        00211551522202303400
04000952020224302112022208094 223002             11120224      2                             2       2        00194357092202303400
04000952040311301122019103094 221002             11220194      2                             2       2        00280092542202303400
04000953010113101062019210414 222002             10620194      2                             2       2        00184594862202303400
040009540303127050320231100912212061835000500003010920232      1  1800001AC   090000010000000101000002        00184594861202303400
040009540503135080320232084212212061345000500004810920232      1  1900001A    1000000000000001015000010001500000220242491202303400
040009550304241010320191102411235321919600200003211120212      2                             2       2        00194357092202303400
04000956020213701112022204831121436181260030000102       1120251  1710001A    1000000000000002       2        00220242491202303400
04000957030324201092019104821123451153960020000482       1220231   480001A    1000000000000002       2        00242644561202303400
04000958080425401102020104091123441151960020000352       0320241   600001AC   0900000100000002       10002300000278578471202303400
040009590101131040720221085112500071515600300002810220232      2                             2       2        00209289822202303400
04000960040512604072023208521240009183500040000292       0420241   300001AC   0850000150000002       2        00209289821202303400
04000961010114605062023210134 214002             10620234      2                             100000002        00169161232202303400
04000961020224510022023210257 100002             10220234      2                             2       2        0017842761 202303400
04000961030311801122019105094 214002             11220194      2                             2       2        00181983082202303400
04000962010127901122022310094 300082             10820234      2                             100000002        00149574722202303400
04000963010116103082023211234 212002             10820234      2                             100000002        00139873162202303400
04000963020225805082023211234 212002             10820234      2                             100000002        00140255412202303400
04000963030322303082023109094 212002             10820234      2                             100000002        00184850532202303400
04000964010114902122022210134 222002             11220224      2                             2       2        00169161232202303400
04000964020224802122022210094 222002             11220224      2                             2       2        00178427612202303400
04000964030312502122022110414 222002             11220224      2                             2       2        00147606102202303400
04000964040321802122022106094 222002             11220224      2                             2       2        00184850532202303400
04000965010113505072023210244 211002             10720234      2                             100000002        00176110722202303400
04000965020223404072023210144 211002             10720234      2                             100000002        00165847112202303400
04000965030320402072023   094 211002             10720234      2                             100000002        00216681762202303400
04000966010118003072023210094 222002             10820234      2                             100000002        00175945952202303400
04000966020227303072023211094 222002             10820234      2                             100000002        00149574722202303400
04000967010127603042023411214 214002             10420234      2                             100000002        00149574722202303400
04000967020324304062023111234 222002             10620234      2                             100000002        00155412192202303400
04000968010124601122018210924 223002             11220184      2                             2       2        00178427612202303400
04000969020225201072019211224 222002             10720194      2                             2       2        00178427612202303400
04000969040312301072019109094 222002             10720194      2                             2       2        00181983082202303400
04000969050321601072019104094 222002             10720194      2                             2       2        00184850532202303400
04000969060311001072019101094 222002             10720194      2                             2       2        00223968132202303400
04000970030214402122022208921123424171950056000212       1220241  1800001AC   0900000100000002       2        00172363691202303400
04000971010117002072023210094 221002             10720234      2                             100000002        00172202422202303400
04000971020227002072023210094 221002             10720234      2                             100000002        00146392292202303400
04000972030323801092023208931123224141650030000002       0920252                             2       2        00221116401202303400
04000972040514001092023208311123224174260040000002       0920252                             2       2        00250565741202303400
04000973040425601072019110221123488122860080000502       8888881  1500001AB   0800200000000002       2        00144261931202303400
04000973050414901062021210091123488196840035000272       8888882                             2       2        00173993471202303400
04000973060425301082019210421123488141850060000492       8888881  1800001ABC  0500200300000002       10003000000183524551202303400
040009740202243021220212040911232211919600220002110920232      1   900001AB   090010000000000101000002        00159851671202303400
04000975020225801092019210231140088191960050000482       8888881  1900001AB   0800200000000002       2        00144261931202303400
04000975050312402082023110091240009183500080000102       0520242                             2       2        00187181581202303400
040009750605131010720192101211400251919600150002510820212      2                             2       2        00151822592202303400
040009750703229010720192105211400251524700200002510820212      2                             2       2        00170584682202303400
04000976020224801122020208091123536191960050000332       1220231  1500001ABD  0800100000100002       2        00183524551202303400
04000977080323401112018404751121360182260030000582       1120231   600005A    1000000000000002       2        00206279701202303400
04000978080214301062022204831123324183410036000152       0620241  1200001A    1000000000000002       2        00219045521202303400
04000979040412602072023210521221209183500050000102       0420241   200001A    1000000000000001020000010004000000183591631202303400
040009800202136010920212048211233241524700350002410920232      1  1000001A    1000000000000001010000010006500000219045521202303400
040009810101143010920192095111233481515600450004810920232      1  1410001A    1000000000000001010000010003700000219045521202303400
04000982040322401042023110444 211002             10420234      2                             1000000010001500000229916052202303400
04000983010117101072023210094 300012             10820234      2                             1000000010001300000180029812202303400
04000983020226901072023210094 300012             10820234      2                             1000000010001300000153046482202303400
04000983030610901072023101094 300012             10820234      2                             100000002        00229166632202303400
040009840203251010620194104111234421447400450004211220222      2                             2       2        00182569072202303400
04000985040213601072023210221123424132860050000022       0720251   600001A    1000000000000002       2        00180198401202303400
04000986020213202052023210521250009183500040000132       0220241   800001ACD  0600000300100002       2        00186601331202303400
040009870101164010120203025211233241961400200002410120222      2                             2       2        00176825482202303400
04000988030612101072023109094 222002             10720234      2                             100000002        00226879622202303400
04000989020223401062023204911123324191960020000032       0620251   500001A    1000000000000002       2        00206762801202303400
04000990020216002052023208721123324172450020000282       0520251   450005AB   0850150000000002       2        00174380881202303400
04000991020324001122019102934 211002             11220194      2                             2       2        00193753502202303400
04000992030321301052022102094 222002             10520224      2                             2       2        00391844772202303400
04000992040311201052022101094 222002             10520224      2                             2       2        00405021382202303400
04000993010112401042021109094 211002             10420214      2                             2       2        00329096092202303400
04000994010125401072019208414 223002             10720194      2                             2       2        00322666432202303400
04000994030215207052023208091240006151500080000402       1120231  2400001A    1000000000000002       2        00305909211202303400
04000995010113601122019110214 222002             11220194      2                             2       2        00318476592202303400
04000996010123801022020110254 223002             10220204      2                             2       2        00281045602202303400
040009970101158010320212100912212241515000500002410320232      2                             2       2        00252945002202303400
04000997020226401092019210124 214002             10920194      2                             2       2        00253636262202303400
04000997030323501072023110224 300002             10720234      2                             100000002        00281045602202303400
04000997040323301092019110244 214002             10920194      2                             2       2        00299915992202303400
04000998010122201102018210094 222002             11020184      2                             2       2        00334281562202303400
04000998020212501102019210094 211002             11020194      2                             2       2        00266929162202303400
04000999010124701122022208094 214012             10120234      2                             2       2        00322666432202303400
04000999020310801122022101094 214012             10120234      2                             2       2        00405021382202303400
04000999030215501092023209091121412112520150000002       0920242                             2       2        00252945001202303400
04001000020223001052022210124 222002             10520224      2                             2       2        00299915992202303400
04001000030320801052022101094 222002             10520224      2                             2       2        00391844772202303400
04001001010115301082023410334 214002             10820234      2                             100000002        00305909212202303400
04001002010115301072023209134 222002             10720234      2                             100000002        00305909212202303400
04001002020225201072023210094 222002             10720234      2                             100000002        00322666432202303400
04001003010115101062019210214 211002             10620194      2                             2       2        00305909212202303400
040010040101155010320192102111400271134102000002710620214      2                             2       2        00213331382202303400
04001005040323701102021104521121125191960027000232       1120231   650005AC   0900000100000002       2        00237031151202303400
040010060508260010420193040911211241919600250002410420212      2                             2       2        00213914382202303400
04001007030313601012019109511123160152470025000562       0120241    50005D    0000000001000002       2        00142478511202305600
040010080308162011020203102311223321238500500003210620234      2                             100300002        00092135321202305600
04001009020323301032021204091123136191960020000302       0320241   600005A    1000000000000002       2        00234083501202305600
04001010040215102052023210931123329193100050000042       1020251   350006AC   0300000700000002       2        00120398071202305600
040010111003254051220223095211400121515600600006011220222      1  1800001A    1000000000000002       2        00097878202202305600
040010120202244011120182099311233241919600200002411120203      2                             2       2        00118784222202305600
04001013030312901062022204431121236172250030000152       0620251   720001A    1000000000000002       2        00161551651202305600
04001014810312701072022104431121336143260049000142       0720251   600005A    1000000000000002       2        00124104931202305600
04001015810322901042022204431123127191960017000172       0720241   100001A    1000000000000002       2        00124104931202305600
04001016810323201082023104331122224191960018000012       0820252                             2       2        00124104931202305600
04001017060323801032020104521123548153960035000422       0320241   140005A    1000000000000002       2        00119250051202305600
04001018020223502012023204911123324191960022755322       0120251   900005A    1000000000000002       2        00164900451202305600
04001019040213001122019208741121269174430035000452       1020251  1800001ABCD 0500200200100002       10000700000218603231202305600
04001020030323001082019110421121361175280050000492       0920241  2400001ABC  0500280220000002       2        00233442551202305600
04001020050322801042022210521121338175280030000172       0620252                             2       2        00233442551202305600
04001021040323001032023110411140024191960025000062       0320251   150005AC   0500000500000002       2        00197211951202305600
04001022050224301092023204321123324191960020000002       0920252                             2       2        00135786671202305600
04001023040323001052020104911121461191960019500402       0620251   140005A    1000000000000002       2        00197211951202305600
04001024020223902052022204521123125191960025000482       0620241   420005A    1000000000000002       2        00132085991202305600
04001025020225402082022204521123124191960025000372       0820241   100005A    1000000000000002       2        00095410681202305600
04001026030213201102021209831123324193410020000232       1020231   780005ABCD 0500200200100002       2        00158193921202305600
040010270202240010620192049111234481919600200004810620232      1   250005A    1000000000000001005000010002000000164395811202305600
04001028010112801022020208258 213012             10320204      2                             2       2        00223585382202305600
04001029040312703072023110611240009161010025000272       0420241   200001AC   0500000500000002       2        00170572001202305600
04001030090313201072023109524 223002             10720234      2                             100000002        00251085672202305800
04001030100812301072023110424 223002             10720234      2                             100000002        00227731822202305800
04001031010116503022023210094 212002             10220234      2                             2       2        00188650602202305800
04001031020226403022023210094 212002             10220234      2                             2       2        00195398422202305800
04001031030313103022023111524 212002             10220234      2                             2       2        00242801122202305800
04001032020422501112019110524 214012             11220191      2                             2       2        00217093432202305800
04001033020214301082023210421122324125550060000012       0820252                             2       2        00211174681202305800
04001034020225002032023202521123324153960020000302       0320251   950001A    1000000000000002       2        00182349571202305800
04001035020213602062023209091250008175100066000112       0220241  1160001A    1000000000000002       2        00210937141202305800
04001036010116401012023210094 235012             10220231      2                             2       2        00252164622202305800
04001037020313301022023104751250009175500030000072       1120231   780001A    1000000000000002       2        00249811141202305800
040010380202161041020222102112234121315000800005710920232      1  2400001AC   0900000100000001010000010003500000252164621202305800
04001039020215905072023210211250009121520080000412       0420241  1800001ABC  0600200200000002       2        00252164621202305800
04001039030313603072023110511250006151500050000242       0120241  1000001AC   0900000100000002       2        00217271601202305800
04001039040313504072023110511250007151500050000202       0220241  1200001AC   0500000500000002       2        00217271601202305800
04001040040322601122019104821121346182260039000452       1020231   300001A    1000000000000002       2        00183855161202305800
04001041010126301112018302094 300022             10120191      2                             2       2        00165481782202305800
04001042020212703082023210511150008191500030000272       0420241  1200005AC   0900000100000002       2        00211708911202305800
04001043020214602072022210311123322131270035000522       0520241  1500005A    1000000000000002       2        00177051181202305800
04001044020514601062022204831123424183960020000152       0620241   960001A    1000000000000002       2        00179070781202305800
04001044030324701062022204091123424191960015000152       0620241   600001AC   0900000100000002       2        00160993311202305800
04001045030725201122022404091123424191960025000092       1220241   900005A    1000000000000002       2        00180925811202305800
04001046010116101032023210814 212002             10320234      2                             2       2        00248643512202305800
04001046020225801032023210124 212002             10320234      2                             2       2        00198232632202305800
04001046030313101032023110254 212002             10320234      2                             2       2        00246322902202305800
04001047020227301082023209094 600022             2       1020232                             2       2        00188029782202305800
040010480202140041120222100912500081515600550002810620232      1   900001ACD  095000004001000102000002        00180790921202305800
04001049030322901112022109521123424153960020000102       1120241   480001A    1000000000000002       2        00185858091202305800
04001050020213901082022208711122324171860050000132       0820241  2250001AC   0800000200000002       2        00180790921202305800
04001051040324202082019209094 222002             10820194      2                             2       2        00185279442202305800
040010520101163010320192090911231231833600300002310220212      2                             2       2        00209524532202305800
04001053010114901072023210324 212002             10720234      2                             100000002        00173589022202305800
04001053020224201072023210324 212002             10720234      2                             100000002        00185013872202305800
04001053030311901072023109094 212002             10720234      2                             100000002        00188262722202305800
04001053040321601072023104094 212002             10720234      2                             100000002        00160649992202305800
04001053050311101072023101094 212002             10720234      2                             100000002        00182534662202305800
04001053060826901072023301094 212002             10720234      2                             100000002        00158447132202305800
040010540202151020120232100912213091835000800001810920232      1  3000001AD   0980000000020001010000010000300000173589021202305800
040010550508170011220193080911600451114300700004510920234      1   350001A    100000000000000102000002        00161276111202305800
040010550607250020620214080911232271247300550004910920232      1  1800001A    100000000000000101500002        00156064951202305800
04001056030312702092023210091250008183500040000162       0520241   200001A    1000000000000002       2        00207569021202305800
040010560603223011020221060911212061525600150000610420234      2                             100500002        00160649991202305800
04001056080322501082023104091123224152470023400012       0820252                             2       2        00185591691202305800
04001057040324601102019210231121488123850070000472       8888881  3780005A    1000000000000002       2        00157454991202305800
04001058030323201032023110534 300002             10320234      2                             2       2        00182750092202305800
04001059010123404022023110424 222002             10220234      2                             2       2        00190012992202305800
04001060010112901112022104094 300002             11120224      2                             2       2        00212513882202305800
04001061050814805092022208091250022151500050000452       0720241   900001A    100000000000000102000002        00193688791202305800
04001062020214501052022209261110041126960050000162       1020252                             2       2        00193688791202305800
04001063020214102082023209721123427172250055000552       1120251  2200005ACD  0700000200100001010000010009000000202860721202305800
04001064020213001072023210251123323125550050000022       0620251   400005A    1000000000000002       2        00233242031202305800
04001065020214402082023208091123324141410050000252       0820251  1200001A    1000000000000001020000010004000000202860721202305800
04001066010114201022023210114 223002             10220234      2                             2       2        00210737112202305800
04001066020224501022023210094 223002             10220234      2                             2       2        00182176652202305800
04001066030321101022023101094 223002             10220234      2                             2       2        00247615502202305800
04001066040320901022023101094 223002             10220234      2                             2       2        00247615502202305800
04001067040311801062022104095 212242             2       0620242                             2       2        00184604172202305800
04001068010126601092023304094 500022             2       1120232                             2       2        00155368002202305800
04001069030512801062022209091123418161010030000152       1220231   600005A    1000000000000002       2        00203535291202305800
04001069040324101062022210411123418141860040000152       1220231   600005A    1000000000000002       2        00181418461202305800
04001070020514004092023210831240007183520080000452       0420242                             2       2        00177023481202305800
04001071010117003022022204094 212002             10220224      2                             2       2        00169165152202305800
04001071020227203022022204094 212002             10220224      2                             2       2        00166197792202305800
04001072020216405082023210311250009131500057690202       0520241  1000001ABC  080005015      2       2        00219773711202305800
04001073020225502042023210221123412122860050000282       0420242                             2       2        00175215991202305800
04001074010114402062023210134 500012             10720234      2                             100000002        00205674672202305800
04001074020224802062023211224 500012             10720234      2                             100000002        00177800302202305800
04001074030321502062023103094 500012             10720234      2                             100000002        00183023912202305800
04001074040311002062023101094 500012             10720234      2                             100000002        00207956482202305800
04001075030514402092021209091123327131060030000502       1220231  1020001A    1000000000000002       2        00205674671202305800
04001076020222901082023204131123424191960020000012       0820252                             2       2        00211439281202305800
040010770202132060920222100912213021345000880003311120224      2                             2       2        00233950122202305800
040010780608259011120182109111233581919600200005810920232      1   900001A    100000000000000100500002        00188275421202305800
04001079020215602032023208741123536174950022000422       0320261   600005A    1000000000000002       2        00236154161202305800
04001080020216003052023208091123324122810050000522       0520251  1200005AC   0700000300000002       2        00236154161202305800
04001081020223502082022204521123325191960028000362       0920241   900005A    1000000000000002       2        00031820711202331200
040010820101157010120192088312500111835001000001111220192      2                             2       2        00024729992202331200
04001083040513301082019209521121388182260060000492       8888881  1800001ABC  0800100100000002       10001000000033996721202331200
040010840503136050520231085112214081515001000004010520232      1  2000001AC   095000005000000102000002        00029439151202331200
04001085060324005022023410411250008151500080000402       1020231  2400001A    1000000000000002       2        00038516391202331200
04001086050514801012019210521123370141420040000562       1220241  1200001AC   0700000300000002       2        00026754531202331200
04001086060324801012019210521123370152470030000562       1220241   900001A    1000000000000002       2        00022470401202331200
04001087040324201012020404521140048191960020000442       0120241   900001A    1000000000000002       2        00033315861202331200
040010880403228010720191045211213421322600400004210120234      2                             2       2        00033761752202331200
040010890303130011120181102411234551425600300005510620232      1   600001A    1000000000000001010000010007500000029754821202331200
04001089040313702072019409311123473131470035000502       0820251  1000001A    1000000000000002       2        00025765921202331200
040010900303128021120221100912212091315000600001810720232      1   600001A    100000000000000100500002        00028665321202331200
04001091040223804102022208091121124191960025000362       1020241   450005A    1000000000000002       2        00032476201202331200
040010920303232010220201049311235421919600250004210820232      1   480001A    100000000000000100300002        00029918961202331200
04001093030313501112020110521130088151560030000342       8888882                             2       2        00024822471202331200
040010940403125041120221100912500091835000600003610820232      1   400001A    100000000000000100700002        00028665321202331200
040010950202160011220222105212400071835000500000710720232      1   750001A    100000000000000100700002        00020022821202331200
04001095030313403062023210521150024151560030000272       0620251   100001A    1000000000000002       2        00027525711202331200
04001095040523101092023210091121424191810030000002       0920252       0                     2       2        00028729521202331200
04001096020325902092021210091123327151960035000482       1220231  1020001A    1000000000000002       2        00020503681202331200
04001096030516102092021208831123327183960030000482       1220231   900001A    1000000000000002       2        00020022821202331200
04001096040622701072022110331122288142550020000142       8888882                             2       2        00028729521202331200
04001097040323601042022208521121324181260030000172       0420241   900001A    1000000000000002       2        00032561321202331200
040010970505135020820212045211234241524700300004810720232      1   900001A    100000000000000100300002        00024887531202331200
04001098030213201042020208721121372131240050000412       0520261  1500001A    1000000000000002       2        00028740441202331200
04001099020222701052021204521121132191960025000282       0120241   300005AC   0800000200000002       2        00029997381202331200
04001100060223201112022204911140024191960020000102       1120241   600005A    1000000000000002       2        00028656331202331200
