,RREG,RHHNUM,RQ1_LNO,RQ2_REL,RQ3_SEX,RQ4_AGE,RQ5_TMSLEFT,RQ6M_DTLEFT,RQ6Y_DTLEFT,RQ7_MSTAT,RQ8_HGRADE,RQ9_2DGT,RQ10_REASON,RQ11_BASE,RQ12_CTRY,RQ13_RETURN,RQ14_INDWORK,RQ15_2DGT,RQ16_2DGT,RQ17_AVEMINC,RQ18_NOMONTH,RQ19_RET,RQ20M_DTRET,RQ20Y_DTRET,RQ21_REASON,RQ22M_DTEXP,RQ22Y_DTEXP,RQ23_CASHREM,RQ24_CASHAMT,RQ25_MODE,RQ26_REMITTANCE_SPENT,RQ261P_CONSUM,RQ262P_INVEST,RQ263P_SAVINGS,RQ264P_GIFT,RQ265P_OTHERS,RQ27_RET6MOS,RQ28_CASHHOME,RQ29_INKIND,RQ30_KINDAMT,RSWGT,RP6M_IND,RSVYYR,RPRRCD
2558,10,2135,2,3,2,52,1,10,2018,2,09,52,1,1,211,12,1,91,96,0030000,12,1,10,2019,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,302.7932,2,2023,4200
2559,10,2136,2,2,2,48,2,3,2022,2,04,09,1,1,232,36,1,91,96,0023000,43,2,  ,    , ,03,2025,1,   15000,5,A    ,100,000,000,000,000,2,       ,2,        ,345.8216,1,2023,4200
2560,10,2137,2,2,1,48,5,8,2023,2,10,09,1,2,214,9,1,83,50,0050000,45,2,  ,    , ,05,2024,1,   30000,1,ABCE ,040,010,020,000,030,2,       ,2,        ,453.5527,1,2023,4200
2561,10,2138,2,3,2,36,1,8,2019,1,03,91,1,1,233,52,1,91,96,0020000,49,2,  ,    , ,12,2023,1,  120000,5,ABCD ,050,010,030,010,000,2,       ,2,        ,418.4298,1,2023,4200
2562,10,2138,81,3,2,42,1,10,2019,1,10,51,1,1,233,48,1,51,96,0020000,47,2,  ,    , ,10,2023,1,  120000,5,ABCD ,060,010,020,010,000,2,       ,2,        ,408.6253,1,2023,4200
2563,10,2139,3,4,2,58,5,9,2022,4,10,22,1,1,233,12,1,22,86,0040000,48,1,12,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,308.1222,2,2023,4200
2564,10,2140,5,3,2,35,1,1,2023,1,10,09,4, ,300,5,2,  ,  ,       ,  ,1,06,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0010000,2,        ,403.773,2,2023,4200
2565,10,2141,6,5,2,36,1,6,2023,2,10,09,1,1,234,24,1,91,96,0020000,03,2,  ,    , ,06,2025,1,   15000,5,A    ,100,000,000,000,000,2,       ,2,        ,349.0139,1,2023,4200
2566,10,2142,2,2,1,45,3,6,2021,2,10,61,1,1,400,30,1,71,41,0050000,42,2,  ,    , ,12,2023,1,  120000,5,A    ,100,000,000,000,000,2,       ,2,        ,328.4449,1,2023,4200
2567,10,2143,4,3,1,24,1,6,2021,1,10,52,1,1,223,12,1,91,55,0038000,12,1,06,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,346.0878,2,2023,4200
2568,10,2144,6,7,1,63,1,9,2019,2,10,71,1,1,221,39,1,71,41,0022000,39,1,12,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,290.0057,2,2023,4200
2569,10,2144,7,7,2,63,1,9,2019,2,10,09,1,1,221,39,1,91,96,0020000,39,1,12,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,304.3339,2,2023,4200
2570,10,2145,2,2,2,66,2,10,2022,2,10,43,1,1,400,88,1,53,96,0080000,48,2,  ,    , ,88,8888,1,   48000,1,A    ,100,000,000,000,000,2,       ,2,        ,267.391,1,2023,4200
2571,10,2145,3,3,2,41,2,10,2022,1,10,53,1,1,400,88,1,53,96,0080000,48,2,  ,    , ,88,8888,1,   48000,1,A    ,100,000,000,000,000,2,       ,2,        ,358.5416,1,2023,4200
2572,10,2146,2,2,2,38,1,3,2019,2,10,23,1,1,223,3,1,23,85,0080000,03,1,06,2019,3,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,358.5416,2,2023,4200
2573,10,2147,6,6,1,29,5,10,2022,1,  ,92,1,2,400,9,1,93,52,0198000,36,1,07,2023,2,  ,    ,1,   60000,1,ABC  ,050,030,020,000,000,1,0000300,1,00030000,616.7575,1,2023,4300
2574,10,2148,4,3,2,28,3,8,2023,1,10,23,1,1,214,24,1,11,82,0250000,27,1,08,2023,2,  ,    ,1,  370000,1,AC   ,080,000,020,000,000,1,0800000,1,00060000,664.0473,1,2023,4300
2575,10,2149,2,2,2,46,2,8,2022,2,  ,93,1,1,231,5,1,91,96,0025000,18,1,08,2022,2,  ,    ,1,   96000,5,A    ,100,000,000,000,000,2,       ,2,        ,529.2748,2,2023,4300
2576,10,2150,3,3,1,32,1,11,2019,1,11,22,1,1,400,57,1,22,86,0015000,46,2,  ,    , ,08,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,641.7129,1,2023,4300
2577,10,2151,2,2,1,38,5,1,2023,2,04,72,1,2,400,5,1,83,50,0100000,29,1,06,2023,2,  ,    ,1,  240000,1,ABC  ,070,020,010,000,000,1,0200000,2,        ,550.469,1,2023,4300
2578,10,2152,2,2,1,49,4,6,2022,2,10,52,1,2,223,6,1,52,03,0200000,48,1,08,2023,2,  ,    ,1,  400000,1,ABC  ,050,025,025,000,000,1,0100000,1,00050000,682.7546,1,2023,4300
2579,10,2153,2,2,1,39,1,5,2023,2,04,61,1,1,400,24,1,81,30,0140000,04,2,  ,    , ,05,2025,1,  285000,5,ABC  ,070,020,010,000,000,2,       ,2,        ,557.9241,1,2023,4300
2580,10,2154,1,1,1,49,1,6,2023,2,10,52,1,1,222,3,1,21,43,0150000,03,1,09,2023,1,  ,    ,1,  150000,1,ABC  ,050,010,040,000,000,1,0050000,1,00015000,482.9241,1,2023,4300
2581,10,2154,2,2,2,44,4,8,2023,2,10,52,1,1,222,12,1,24,69,0100000,48,1,08,2023,2,  ,    ,1,  300000,1,ABC  ,050,030,020,000,000,1,0100000,1,00030000,602.3894,1,2023,4300
2582,10,2155,3,3,2,28,1,6,2022,4,10,22,1,1,233,25,1,22,87,0100000,15,2,  ,    , ,07,2024,1,  120000,1,ABC  ,050,020,030,000,000,2,       ,2,        ,598.4059,1,2023,4300
2583,10,2156,2,2,2,49,1,12,2018,2,11,23,1,1,100,88,1,14,55,0100000,57,2,  ,    , ,88,8888,1,  158000,1,AC   ,080,000,020,000,000,2,       ,2,        ,666.0345,1,2023,4300
2584,10,2157,2,2,2,50,7,9,2023,2,10,33,4, ,223,0,2,  ,  ,       ,  ,1,09,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,1,00005000,666.0345,2,2023,4300
2585,10,2158,2,2,2,65,1,4,2019,2,09,53,4, ,300,2,2,  ,  ,       ,  ,1,06,2019,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,894.2838,2,2023,4300
2586,10,2159,2,2,2,42,2,5,2023,2,09,91,1,1,211,24,1,91,96,0020000,04,2,  ,    , ,05,2025,1,   90000,6,ABCD ,050,020,020,010,000,1,0000100,1,00072000,690.6706,1,2023,4300
2587,10,2160,2,2,1,52,2,9,2022,2,04,51,1,1,233,26,1,91,96,0025000,12,2,  ,    , ,11,2024,1,  120000,1,ABCD ,040,020,025,015,000,2,       ,1,00086000,553.6974,1,2023,4300
2588,10,2161,4,3,1,29,1,2,2023,1,10,43,1,2,300,7,1,83,50,0060000,07,1,09,2023,2,  ,    ,1,   60000,1,AC   ,080,000,020,000,000,1,0100000,1,00045000,887.3069,1,2023,4300
2589,10,2162,81,3,2,25,1,3,2019,4,09,09,2,1,234,88,1,42,79,0030000,54,2,  ,    , ,88,8888,1,   16000,5,AC   ,075,000,025,000,000,2,       ,2,        ,716.0823,1,2023,4300
2590,10,2163,4,3,2,40,2,7,2023,1,04,52,1,1,234,19,1,52,47,0025000,03,2,  ,    , ,02,2025,1,   60000,5,AB   ,075,025,000,000,000,2,       ,1,00025000,877.3828,1,2023,4300
2591,10,2164,2,2,1,32,1,10,2021,2,10,96,1,1,234,24,1,75,10,0020000,23,2,  ,    , ,10,2023,1,   84000,5,AC   ,050,000,050,000,000,2,       ,2,        ,917.844,1,2023,4300
2592,10,2165,2,2,2,28,1,10,2019,2,04,09,1,1,233,39,1,91,96,0025000,39,1,01,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,503.6514,2,2023,30500
2593,10,2166,1,1,1,57,3,4,2023,2,10,13,4, ,212,0,2,  ,  ,       ,  ,1,04,2023,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0050000,2,        ,322.8319,2,2023,30500
2594,10,2166,2,2,2,56,3,4,2023,2,10,12,4, ,212,0,2,  ,  ,       ,  ,1,04,2023,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,295.191,2,2023,30500
2595,10,2166,3,3,2,29,3,4,2023,1,10,33,4, ,212,0,2,  ,  ,       ,  ,1,04,2023,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,475.19,2,2023,30500
2596,10,2167,1,1,2,65,3,1,2023,3,10,12,4, ,300,5,2,  ,  ,       ,  ,1,07,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,1,00042000,246.1822,2,2023,30500
2597,10,2167,2,3,2,30,2,9,2023,1,10,23,4, ,211,0,2,  ,  ,       ,  ,1,09,2023,1,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,475.19,2,2023,30500
2598,10,2167,3,3,1,29,2,4,2023,1,10,12,4, ,500,0,2,  ,  ,       ,  ,1,04,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,1,00025000,450.9318,2,2023,30500
2599,10,2168,3,3,2,30,3,8,2023,1,04,09,1,1,234,25,1,91,96,0025000,55,2,  ,    , ,09,2025,1,   40000,5,A    ,100,000,000,000,000,2,       ,2,        ,645.6756,1,2023,30500
2600,10,2169,2,3,2,36,3,7,2023,2,02,09,1,1,233,24,1,91,96,0020000,60,2,  ,    , ,07,2025,1,   24000,5,A    ,100,000,000,000,000,2,       ,2,        ,605.5322,1,2023,30500
2601,10,2170,2,2,2,36,2,11,2021,2,04,09,1,1,231,25,1,91,96,0025000,50,2,  ,    , ,12,2023,1,   67000,5,A    ,100,000,000,000,000,2,       ,2,        ,605.5322,1,2023,30500
2602,10,2171,2,4,1,48,3,2,2023,4,10,09,1,1,233,23,1,93,41,0045000,45,2,  ,    , ,01,2025,1,   45000,5,A    ,100,000,000,000,000,2,       ,2,        ,511.7746,1,2023,30500
2603,10,2172,2,2,2,28,1,11,2021,2,04,11,1,1,231,35,1,91,01,0020000,22,2,  ,    , ,10,2024,1,   60000,5,AC   ,080,000,020,000,000,2,       ,2,        ,392.096,1,2023,30500
2604,10,2173,3,5,1,45,1,9,2023,2,04,96,1,1,232,23,1,43,47,0040000,00,2,  ,    , ,08,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,310.7827,1,2023,30500
2605,10,2174,2,2,2,47,1,12,2018,2,  ,11,1,1,231,46,1,91,01,0020000,46,1,10,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,361.278,2,2023,30500
2606,10,2175,3,5,1,54,1,4,2023,2,09,83,1,1,232,23,1,74,43,0080000,05,2,  ,    , ,03,2025,1,   80000,1,ACD  ,060,000,020,020,000,2,       ,2,        ,424.5464,1,2023,30500
2607,10,2175,4,3,2,41,1,9,2022,2,10,52,1,1,232,23,1,42,55,0030000,12,2,  ,    , ,08,2024,1,   90000,1,ACD  ,040,000,040,020,000,2,       ,2,        ,502.3238,1,2023,30500
2608,10,2176,1,1,2,27,1,4,2019,1,10,42,1,1,234,15,1,42,55,0030000,15,1,07,2020,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,486.3438,2,2023,30500
2609,10,2177,3,3,1,32,2,1,2020,2,09,09,1,1,231,24,1,31,25,0050000,48,1,03,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,461.5162,2,2023,30500
2610,10,2178,2,2,2,39,2,5,2021,2,09,52,1,1,234,36,1,91,96,0028000,28,2,  ,    , ,05,2024,1,   60000,5,AB   ,050,050,000,000,000,2,       ,2,        ,456.1065,1,2023,30500
2611,10,2179,81,7,1,52,2,6,2023,2,10,31,2,1,232,88,1,31,41,0025000,03,2,  ,    , ,88,8888,1,   45000,5,AC   ,075,000,025,000,000,2,       ,2,        ,613.2679,1,2023,30500
2612,10,2180,2,2,2,50,2,6,2022,2,04,52,1,1,231,25,1,91,96,0030000,50,2,  ,    , ,07,2024,1,   90000,5,A    ,100,000,000,000,000,2,       ,2,        ,451.7766,1,2023,30500
2613,10,2181,1,1,1,41,5,6,2022,2,10,09,1,2,400,9,1,31,50,0450000,35,1,08,2023,2,  ,    ,1, 1350000,1,AC   ,050,000,050,000,000,1,0810000,2,        ,445.5427,1,2023,30500
2614,10,2182,3,3,1,23,4,9,2023,1,10,09,1,2,400,4,1,83,50,0100000,13,2,  ,    , ,01,2024,1,   30000,1,AC   ,085,000,015,000,000,2,       ,2,        ,333.0345,1,2023,30500
2615,10,2183,3,3,2,33,1,4,2021,1,04,52,1,1,231,36,1,52,46,0020000,29,2,  ,    , ,04,2024,1,   18000,5,A    ,100,000,000,000,000,2,       ,2,        ,371.0319,1,2023,30500
2616,10,2184,4,7,2,49,2,8,2022,3,09,52,1,1,234,23,1,91,96,0030000,37,2,  ,    , ,07,2024,1,   72000,5,A    ,100,000,000,000,000,2,       ,2,        ,341.8695,1,2023,30500
2617,10,2185,3,4,1,38,5,8,2023,2,10,52,2,1,231,12,1,52,86,0060000,60,2,  ,    , ,08,2024,1,  120000,1,AC   ,075,000,025,000,000,2,       ,2,        ,423.9893,1,2023,30500
2618,10,2186,2,2,1,48,5,11,2022,2,08,83,1,2,400,10,1,83,50,0097000,50,1,09,2023,2,  ,    ,1,  403200,1,ABC  ,050,025,025,000,000,1,0400000,2,        ,392.0216,1,2023,30500
2619,10,2187,1,1,1,56,4,6,2022,2,10,09,1,2,300,9,1,31,50,0300000,36,1,06,2023,2,  ,    ,1,  240000,1,AC   ,020,000,080,000,000,1,0250000,2,        ,406.8388,1,2023,30500
2620,10,2188,3,3,1,42,2,8,2021,4,08,09,1,1,212,20,1,92,01,0080000,50,1,08,2023,2,  ,    ,1,   48000,5,A    ,100,000,000,000,000,1,0200000,2,        ,684.3161,1,2023,30500
2621,10,2189,5,3,2,42,2,8,2022,4,09,93,1,1,234,23,1,52,47,0050000,50,2,  ,    , ,07,2024,1,   80000,1,ACDE ,050,000,020,010,020,2,       ,2,        ,488.5696,1,2023,30500
2622,10,2190,7,2,1,50,4,11,2022,2,10,93,1,2,222,9,1,83,50,0200000,36,1,08,2023,2,  ,    ,1,  200000,1,ACD  ,050,000,030,020,000,1,0350000,2,        ,412.9218,1,2023,30500
2623,10,2191,5,2,1,49,1,8,2019,2,10,42,1,1,233,48,1,31,41,0080000,48,1,08,2023,2,  ,    ,1,  110000,1,AC   ,080,000,020,000,000,1,0250000,2,        ,412.9218,1,2023,30500
2624,10,2192,1,1,2,41,1,6,2021,1,10,52,1,1,232,24,1,91,96,0023000,24,1,06,2023,2,  ,    ,1,   42000,1,A    ,100,000,000,000,000,1,0035000,1,00145000,488.5696,1,2023,30500
2625,10,2193,7,4,1,37,1,4,2021,1,10,09,1,1,234,15,1,51,56,0060000,15,1,07,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,609.16,2,2023,30500
2626,10,2194,3,3,2,29,2,10,2020,1,10,22,1,1,234,25,1,22,86,0030000,25,1,11,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,474.9208,2,2023,30500
2627,10,2195,2,2,2,32,1,6,2022,2,04,09,1,1,233,24,1,91,96,0025000,15,2,  ,    , ,06,2024,1,  114000,5,AC   ,080,000,020,000,000,2,       ,2,        ,574.9272,1,2023,30500
2628,10,2196,2,2,2,44,1,10,2018,2,03,09,1,1,234,67,1,91,96,0030000,59,2,  ,    , ,05,2024,1,  132000,5,AE   ,050,000,000,000,050,2,       ,2,        ,243.2733,1,2023,30900
2629,10,2197,2,2,2,40,1,7,2023,2,10,23,1,1,500,88,1,23,85,0060000,02,2,  ,    , ,88,8888,1,   90000,5,A    ,100,000,000,000,000,2,       ,2,        ,240.6668,1,2023,30900
2630,10,2198,2,2,2,32,1,9,2023,2,03,91,1,1,232,24,1,91,96,0020000,00,2,  ,    , ,09,2025,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,127.1335,1,2023,30900
2631,10,2199,3,3,1,30,1,3,2021,2,04,93,1,1,235,47,1,83,96,0020000,30,2,  ,    , ,02,2025,1,   12000,5,A    ,100,000,000,000,000,2,       ,2,        ,240.2785,1,2023,30900
2632,10,2200,11,3,2,45,1,11,2018,1,10,09,1,1,400,88,1,91,96,0030000,58,2,  ,    , ,88,8888,1,  120000,5,A    ,100,000,000,000,000,2,       ,2,        ,222.3907,1,2023,30900
2633,10,2200,12,3,2,34,2,4,2023,1,09,52,1,1,233,25,1,91,96,0020000,05,2,  ,    , ,05,2025,1,   20000,5,A    ,100,000,000,000,000,2,       ,2,        ,191.1546,1,2023,30900
2634,10,2201,1,1,2,29,3,1,2022,4,10,91,8, ,500,18,1,94,56,0050000,18,1,09,2023,2,  ,    ,1,  250000,1,AC   ,050,000,050,000,000,1,0060000,2,        ,119.496,1,2023,30900
2635,10,2202,1,1,1,49,1,9,2020,2,04,93,1,1,233,36,1,93,41,0035000,36,1,09,2023,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,173.7164,1,2023,30900
2636,10,2203,7,5,1,42,1,4,2019,2,10,09,1,1,232,24,1,12,64,0060000,24,1,04,2021,2,  ,    ,1,   60000,1,AC   ,050,000,050,000,000,2,       ,2,        ,166.9966,2,2023,30900
2637,10,2204,3,3,1,38,3,5,2023,2,04,96,1,1,400,24,1,94,56,0020000,42,2,  ,    , ,05,2025,2,        , ,     ,   ,   ,   ,   ,   ,1,0030000,2,        ,166.9966,1,2023,30900
2638,10,2205,2,3,2,46,1,4,2022,4,10,23,1,1,500,17,1,23,85,0080000,17,1,09,2023,4,  ,    ,1,   90000,1,A    ,100,000,000,000,000,1,0200000,1,00017500,218.8924,1,2023,30900
2639,10,2205,4,6,2,13,1,4,2023,1,02,09,5, ,500,37,2,  ,  ,       ,  ,2,  ,    , ,05,2026,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,249.3834,2,2023,30900
2640,10,2206,4,3,2,39,1,1,2019,1,08,52,1,1,231,71,1,53,86,0020000,56,2,  ,    , ,12,2024,1,    4000,5,A    ,100,000,000,000,000,2,       ,2,        ,231.1096,1,2023,30900
2641,10,2207,8,5,1,41,2,9,2023,2,10,42,1,1,233,25,1,33,35,0040000,48,2,  ,    , ,10,2025,1,   54000,1,A    ,100,000,000,000,000,2,       ,2,        ,252.8235,1,2023,30900
2642,10,2208,3,3,2,60,3,1,2023,4,09,41,1,1,300,11,1,13,86,0060000,09,2,  ,    , ,12,2023,1,   60000,1,ABC  ,070,020,010,000,000,2,       ,2,        ,145.4658,1,2023,30900
2643,10,2209,5,3,2,40,1,11,2021,1,10,93,1,1,223,16,1,31,15,0050000,16,1,03,2023,2,  ,    ,1,  120000,1,AC   ,070,000,030,000,000,2,       ,2,        ,176.3731,2,2023,30900
2644,10,2210,2,2,1,32,1,10,2022,2,04,31,1,1,234,24,1,72,33,0015000,11,2,  ,    , ,10,2024,1,   60000,5,AE   ,090,000,000,000,010,2,       ,2,        ,248.5004,1,2023,30900
2645,10,2211,6,4,1,26,1,4,2019,1,10,09,1,1,233,24,1,31,43,0021000,24,1,04,2021,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,153.5181,2,2023,30900
2646,10,2212,3,3,1,35,5,9,2023,1,10,52,1,2,214,10,1,81,10,0070000,40,2,  ,    , ,07,2024,1,  100000,1,ABCD ,010,030,050,010,000,2,       ,2,        ,168.1458,1,2023,30900
2647,10,2212,5,3,1,26,1,8,2023,1,09,83,1,2,214,9,1,81,06,0050000,01,2,  ,    , ,05,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,153.5181,1,2023,30900
2648,10,2213,3,2,1,28,1,12,2022,2,04,52,1,1,233,36,1,51,56,0022000,09,2,  ,    , ,12,2025,1,   96000,5,ABCD ,070,010,010,010,000,2,       ,2,        ,153.5181,1,2023,30900
2649,10,2214,1,1,1,65,1,1,2022,2,08,13,1,2,500,9,1,21,50,0200000,09,1,10,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,108.2387,2,2023,30900
2650,10,2215,3,3,1,31,1,11,2019,2,10,09,1,1,233,25,1,51,56,0018000,25,1,12,2021,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,237.3711,2,2023,30900
2651,10,2216,2,2,2,68,1,5,2020,2,04,09,1,1,500,88,1,53,96,0045000,40,2,  ,    , ,88,8888,1,   80000,1,AC   ,080,000,020,000,000,2,       ,2,        ,141.7418,1,2023,30900
2652,10,2217,5,5,1,33,1,8,2023,2,10,09,1,2,214,9,1,31,50,0080000,01,2,  ,    , ,05,2024,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,237.3711,1,2023,30900
2653,10,2218,4,2,1,46,3,2,2022,2,10,31,1,1,233,22,1,33,24,0050000,57,2,  ,    , ,12,2023,1,  180000,1,ABCD ,060,010,020,010,000,2,       ,2,        ,283.7598,1,2023,30900
2654,10,2219,3,2,1,58,1,6,2022,2,10,33,1,1,300,17,1,82,33,0050000,15,2,  ,    , ,11,2023,1,  180000,1,ABCD ,050,020,020,010,000,2,       ,2,        ,198.6172,1,2023,30900
2655,10,2220,2,2,1,62,2,11,2019,2,10,21,1,1,232,48,1,21,26,0065000,48,2,  ,    , ,11,2023,1,  390000,1,A    ,100,000,000,000,000,2,       ,2,        ,145.3296,1,2023,30900
2656,10,2221,2,2,1,33,5,1,2023,2,10,21,1,1,232,24,1,21,28,0080000,24,2,  ,    , ,01,2025,1,  480000,1,AD   ,050,000,000,050,000,2,       ,2,        ,182.2337,1,2023,30900
2657,10,2222,5,3,1,32,5,8,2022,2,10,51,1,1,400,12,1,51,56,0050000,60,1,08,2022,2,  ,    ,1,   30000,1,A    ,100,000,000,000,000,2,       ,2,        ,182.2337,2,2023,30900
2658,10,2223,2,2,2,38,1,2,2022,2,10,09,1,1,234,34,1,23,85,0020000,19,2,  ,    , ,12,2024,1,   90000,5,ACE  ,075,000,015,000,010,2,       ,2,        ,182.4549,1,2023,30900
2659,10,2224,3,2,2,24,1,2,2023,2,04,52,1,1,234,24,1,91,96,0019000,07,2,  ,    , ,02,2025,1,  108000,1,ACD  ,020,000,020,060,000,2,       ,2,        ,262.9307,1,2023,30900
2660,10,2225,2,2,2,42,2,10,2022,2,04,91,1,1,233,24,1,91,96,0020000,44,2,  ,    , ,10,2024,1,    6000,5,A    ,100,000,000,000,000,2,       ,2,        ,228.3026,1,2023,30900
2661,10,2226,4,4,2,23,1,12,2019,1,10,09,4, ,222,1,2,  ,  ,       ,  ,1,01,2020,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,199.2335,2,2023,30900
2662,10,2227,1,1,1,57,2,7,2023,2,11,21,4, ,214,0,2,  ,  ,       ,  ,1,07,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,137.794,2,2023,30900
2663,10,2227,2,2,2,57,2,7,2023,2,10,33,4, ,214,0,2,  ,  ,       ,  ,1,07,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,142.6791,2,2023,30900
2664,10,2227,3,3,2,28,2,7,2023,1,10,22,4, ,214,0,2,  ,  ,       ,  ,1,07,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,137.4595,2,2023,30900
2665,10,2227,4,3,2,25,2,7,2023,1,10,09,4, ,214,0,2,  ,  ,       ,  ,1,07,2023,4,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,1,0000000,2,        ,137.4595,2,2023,30900
2666,10,2228,1,1,1,47,2,3,2022,2,10,31,1,1,232,17,1,21,41,0060000,41,1,08,2023,2,  ,    ,1,  270000,1,ABCD ,050,020,020,010,000,1,0100000,2,        ,262.9969,1,2023,30900
2667,10,2229,3,2,1,27,2,10,2022,2,10,31,1,2,223,13,1,31,52,0040000,20,2,  ,    , ,11,2023,1,  120000,1,ACD  ,070,000,020,010,000,2,       ,2,        ,230.8293,1,2023,30900
2668,10,2230,9,3,2,30,2,4,2022,1,08,09,1,1,234,25,1,41,52,0035000,17,2,  ,    , ,05,2024,1,  150000,5,ACD  ,060,000,030,010,000,2,       ,2,        ,184.926,1,2023,30900
2669,10,2231,1,1,2,34,1,12,2021,4,08,52,1,1,233,21,1,91,96,0020000,21,1,09,2023,2,  ,    ,1,   60000,1,ACD  ,070,000,020,010,000,1,0080000,2,        ,184.926,1,2023,30900
2670,10,2232,4,2,1,45,3,12,2022,2,10,31,1,2,500,12,1,31,52,0060000,30,2,  ,    , ,12,2023,1,  180000,1,ABCD ,050,020,020,010,000,2,       ,2,        ,264.8425,1,2023,30900
2671,10,2233,2,3,2,39,4,2,2022,2,09,52,1,1,232,24,1,91,96,0016000,48,1,12,2022,2,  ,    ,1,    9000,5,AE   ,080,000,000,000,020,2,       ,2,        ,149.4393,2,2023,30900
2672,10,2234,3,5,1,41,1,6,2019,2,10,22,8, ,232,35,1,22,86,0060000,35,1,05,2022,2,  ,    ,2,        , ,     ,   ,   ,   ,   ,   ,2,       ,2,        ,163.4799,2,2023,30900
2673,10,2235,2,2,2,47,3,5,2023,2,03,09,1,1,234,36,1,51,01,0030000,36,1,05,2023,4,  ,    ,1,   10000,5,A    ,100,000,000,000,000,1,0035000,2,        ,138.1464,1,2023,30900
2674,10,2236,2,2,1,36,1,1,2021,2,09,09,1,1,233,88,1,33,47,0055000,32,2,  ,    , ,88,8888,1,  120000,1,ABC  ,050,020,030,000,000,2,       ,2,        ,198.8148,1,2023,30900
2675,10,2237,2,2,1,38,2,10,2022,2,10,93,1,1,214,24,1,72,29,0120000,48,1,10,2022,2,  ,    ,1,  540000,1,ABC  ,030,020,050,000,000,2,       ,2,        ,198.8148,2,2023,30900
2676,10,2238,2,4,2,54,1,2,2021,1,04,52,1,1,235,36,1,91,96,0030000,31,2,  ,    , ,02,2024,1,   10000,1,A    ,100,000,000,000,000,2,       ,2,        ,171.0767,1,2023,30900
2677,11,2239,8,3,2,38,2,3,2021,4,04,52,1,1,233,36,1,91,96,0020000,42,2,  ,    , ,03,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,714.0154,1,2023,2300
2678,11,2239,9,3,2,36,1,3,2021,4,04,91,1,1,233,36,1,91,96,0020000,30,2,  ,    , ,03,2024,1,   30000,5,A    ,100,000,000,000,000,2,       ,2,        ,714.0154,1,2023,2300
2679,11,2240,5,2,2,29,1,10,2021,2,04,09,1,1,232,24,1,91,96,0024000,23,2,  ,    , ,10,2023,1,   72000,5,A    ,100,000,000,000,000,2,       ,2,        ,770.2614,1,2023,2300
