,region,household_unique_sequential_number,line_number,relationship,sex,age,times_left_year_ago,left_month,left_year,marital_status,highest_grade_completed,usual_occupation,reason_for_leaving,base,destination_country,expected_return,ever_worked,overseas_employment_type,overseas_industry,average_monthly_income,number_of_months_worked,has_returned_home,returned_home_month,returned_home_year,reason_for_returning,expected_return_home_month,expected_return_home_year,remittance_received,total_remittance,mode_of_remittance,remittance_spent,consumptions_percent,investments_percent,savings_percent,donation_percent,other_spending_percent,returned_apr_sep_2023,cash_brought_home,receive_goods,total_imputed_value,weight,past_six_month_indicator,survey_year,province_code,spent_consumptions,spent_investments,spent_savings,spent_donations,spent_other
3011,SOCCSKSARGEN,2544,1,Head,Female,40,4,Aug,2021,Married,Post secondary graduate,Elementary Occupations,OFW with contract,Land,Australia,24,True,Technicians and associate professionals,Manufacturing,30000,53,True,Aug,2023,End of contract,Already Returned,0,With Remittance,120000.0,Bank,AC,70.0,0.0,30.0,0.0,0.0,True,100000.0,False,0.0,456.0251,1,2023,General Santos City,True,False,True,False,False
3012,SOCCSKSARGEN,2544,2,Spouse,Male,46,5,Oct,2022,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Land,Australia,24,True,Technicians and associate professionals,Manufacturing,30000,53,False,Still Abroad,0,Still Abroad,Oct,2024,With Remittance,120000.0,Bank,ABC,70.0,20.0,10.0,0.0,0.0,False,0.0,False,0.0,433.6557,1,2023,General Santos City,True,True,True,False,False
3013,SOCCSKSARGEN,2545,2,Child,Female,36,1,Aug,2023,Married,College graduate,Professionals,OFW with contract,Land,SE & SC Asia,12,True,Professionals,Education,30000,1,False,Still Abroad,0,Still Abroad,Aug,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,488.5984,1,2023,General Santos City,False,False,False,False,False
3014,SOCCSKSARGEN,2545,3,Spouse's child,Male,35,1,Aug,2023,Married,College graduate,Professionals,OFW with contract,Land,SE & SC Asia,12,True,Professionals,Education,30000,1,False,Still Abroad,0,Still Abroad,Aug,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,542.1614,1,2023,General Santos City,False,False,False,False,False
3015,SOCCSKSARGEN,2546,1,Head,Male,42,1,Dec,2019,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Sea,Japan,12,True,Plant and machine operators and assemblers,Transportation and Storage,100000,12,True,Dec,2020,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,542.1614,2,2023,General Santos City,False,False,False,False,False
3016,SOCCSKSARGEN,2547,2,Spouse,Male,45,6,Aug,2023,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Sea,Africa,8,True,Plant and machine operators and assemblers,Transportation and Storage,80000,36,False,Still Abroad,0,Still Abroad,Apr,2024,With Remittance,140000.0,Bank,ABC,50.0,35.0,15.0,0.0,0.0,False,0.0,True,30000.0,440.0475,1,2023,General Santos City,True,True,True,False,False
3017,SOCCSKSARGEN,2548,2,Spouse,Male,34,1,Sep,2023,Married,Junior high graduate,Service and sales workers,OFW without contract,Land,Europe,88,True,Craft and related trades worker,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,15000,0,False,Still Abroad,0,Still Abroad,Indefinite,8888,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,567.8105,1,2023,General Santos City,False,False,False,False,False
3018,SOCCSKSARGEN,2549,5,Child,Female,35,1,Sep,2022,Separated,College graduate,Professionals,OFW with contract,Land,Europe,24,True,Professionals,Human Health and Social Work Activities,50000,12,False,Still Abroad,0,Still Abroad,Sep,2024,With Remittance,120000.0,Bank,AC,70.0,0.0,30.0,0.0,0.0,True,70000.0,False,0.0,501.1266,1,2023,General Santos City,True,False,True,False,False
3019,SOCCSKSARGEN,2549,7,Child,Male,34,1,Oct,2021,Separated,Post secondary graduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,29,True,Service and sales workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,20000,23,False,Still Abroad,0,Still Abroad,Mar,2024,With Remittance,20000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,567.8105,1,2023,General Santos City,True,False,False,False,False
3020,SOCCSKSARGEN,2550,2,Spouse,Female,62,2,Sep,2023,Married,College graduate,Manager,Tourist,Not Applicable (Unemployed),SE & SC Asia,0,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Sep,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,267.8684,2,2023,General Santos City,False,False,False,False,False
3021,SOCCSKSARGEN,2551,1,Head,Male,28,1,Apr,2023,Single,College graduate,Manager,Other reason,Not Applicable (Unemployed),Hongkong,0,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Apr,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,550.979,2,2023,General Santos City,False,False,False,False,False
3022,SOCCSKSARGEN,2552,1,Head,Female,42,1,Oct,2019,Single,Junior high graduate,Non-gainful occupations,Tourist,Not Applicable (Unemployed),Japan,3,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Jan,2020,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,3500.0,486.2718,2,2023,General Santos City,False,False,False,False,False
3023,SOCCSKSARGEN,2553,2,Spouse,Female,29,1,Jul,2021,Married,College undergraduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,35,True,Elementary Occupations,Other Service Activities,22000,26,False,Still Abroad,0,Still Abroad,Jun,2024,With Remittance,66000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,472.8116,1,2023,General Santos City,True,False,False,False,False
3024,SOCCSKSARGEN,2554,4,Child,Female,37,3,Oct,2022,Single,College graduate,Clerical support workers,OFW with contract,Land,SE & SC Asia,14,True,Service and sales workers,Human Health and Social Work Activities,35000,54,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,57000.0,Bank,AC,95.0,0.0,5.0,0.0,0.0,False,0.0,False,0.0,394.2394,1,2023,General Santos City,True,False,True,False,False
3025,SOCCSKSARGEN,2555,5,Other relative,Male,58,1,May,2021,Married,Junior high graduate,Craft and related trades worker,OFW with contract,Land,Malaysia,31,True,Craft and related trades worker,Construction,30000,28,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,60000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,295.4084,1,2023,General Santos City,True,False,False,False,False
3026,SOCCSKSARGEN,2556,4,Child,Female,48,2,Oct,2020,Married,College undergraduate,Craft and related trades worker,OFW with contract,Land,United Arab Emirates,35,True,Elementary Occupations,Other Service Activities,20000,50,True,Sep,2023,End of contract,Already Returned,0,With Remittance,90000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,True,10000.0,False,0.0,329.803,1,2023,General Santos City,True,False,False,False,False
3027,SOCCSKSARGEN,2557,1,Head,Female,54,2,Nov,2021,Single,Junior high graduate,"Skilled agricultural, forestry and fishery workers",OFW with contract,Land,Hongkong,12,True,Elementary Occupations,Other Service Activities,45000,49,True,Nov,2022,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,329.803,2,2023,General Santos City,False,False,False,False,False
3028,SOCCSKSARGEN,2558,81,Child,Male,33,1,Feb,2019,Single,College undergraduate,Elementary Occupations,OFW with contract,Land,United Arab Emirates,88,True,Elementary Occupations,Manufacturing,40000,55,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,10000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,497.9173,1,2023,General Santos City,True,False,False,False,False
3029,SOCCSKSARGEN,2559,81,Child,Female,35,3,Jul,2023,Married,College graduate,Technicians and associate professionals,Tourist,Not Applicable (Unemployed),Japan,1,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Aug,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,552.4434,2,2023,General Santos City,False,False,False,False,False
3030,SOCCSKSARGEN,2560,3,Child,Male,47,3,Jan,2023,Married,College undergraduate,Clerical support workers,OFW with contract,Land,Australia,9,True,Clerical support workers,Manufacturing,28000,50,False,Still Abroad,0,Still Abroad,Oct,2023,With Remittance,120000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,415.9555,1,2023,General Santos City,True,False,False,False,False
3031,NCR,2561,7,Spouse's child,Female,42,1,Aug,2022,Married,College graduate,Non-gainful occupations,OFW with contract,Land,Kuwait,88,True,Elementary Occupations,Other Service Activities,19000,13,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,8000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1093.6908,1,2023,Caloocan City,True,False,False,False,False
3032,NCR,2562,4,Child,Male,16,1,Feb,2021,Single,College graduate,Non-gainful occupations,Tourist,Not Applicable (Unemployed),America,20,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Oct,2022,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,765.3156,2,2023,Caloocan City,False,False,False,False,False
3033,NCR,2563,2,Spouse,Male,57,1,Jan,2022,Married,Post secondary graduate,Plant and machine operators and assemblers,OFW with contract,Land,America,2,True,Plant and machine operators and assemblers,Transportation and Storage,30000,2,True,Mar,2022,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,919.5317,2,2023,Caloocan City,False,False,False,False,False
3034,NCR,2563,4,Child,Male,31,1,Jun,2022,Single,College graduate,Non-gainful occupations,OFW with contract,Sea,Europe,17,True,Plant and machine operators and assemblers,Transportation and Storage,40000,15,False,Still Abroad,0,Still Abroad,Nov,2023,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,915.6338,1,2023,Caloocan City,False,False,False,False,False
3035,NCR,2564,2,Spouse,Male,67,1,Oct,2018,Married,Post secondary graduate,Non-gainful occupations,OFW with contract,Land,Saudi Arabia,59,True,Technicians and associate professionals,Manufacturing,35000,59,True,Sep,2023,End of contract,Already Returned,0,With Remittance,90000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,1031.2574,1,2023,Caloocan City,True,False,False,False,False
3036,NCR,2565,2,Spouse,Male,29,7,Jun,2023,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Sea,SE & SC Asia,8,True,Plant and machine operators and assemblers,Transportation and Storage,45000,56,False,Still Abroad,0,Still Abroad,Feb,2024,With Remittance,135000.0,Bank,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,915.6338,1,2023,Caloocan City,True,False,True,False,False
3037,NCR,2566,2,Spouse,Female,42,1,Sep,2021,Married,Junior high graduate,Non-gainful occupations,OFW with contract,Land,United Arab Emirates,39,True,Elementary Occupations,Other Service Activities,15000,24,False,Still Abroad,0,Still Abroad,Dec,2024,With Remittance,90000.0,Bank,ABC,50.0,20.0,30.0,0.0,0.0,False,0.0,False,0.0,1013.9425,1,2023,Caloocan City,True,True,True,False,False
3038,NCR,2567,4,Child,Male,28,1,Apr,2021,Single,Post secondary graduate,Craft and related trades worker,OFW with contract,Land,United Arab Emirates,88,True,Craft and related trades worker,"Electricity, Gas, Steam and Air Conditioning Supply",30000,29,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,30000.0,Bank,ABC,50.0,20.0,30.0,0.0,0.0,False,0.0,False,0.0,894.4179,1,2023,Caloocan City,True,True,True,False,False
3039,NCR,2568,2,Spouse,Male,45,6,Sep,2023,Married,Post secondary graduate,Non-gainful occupations,OFW with contract,Sea,America,5,True,Service and sales workers,Transportation and Storage,50000,47,False,Still Abroad,0,Still Abroad,Feb,2024,With Remittance,40000.0,Bank,ABC,50.0,30.0,20.0,0.0,0.0,False,0.0,False,0.0,1253.0527,1,2023,Caloocan City,True,True,True,False,False
3040,NCR,2569,2,Spouse,Male,37,1,Mar,2023,Married,College undergraduate,Service and sales workers,OFW with contract,Sea,Australia,88,True,Service and sales workers,Transportation and Storage,30000,6,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,80000.0,Money Transfer Services,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,731.1803,1,2023,Caloocan City,True,False,True,False,False
3041,NCR,2570,2,Spouse,Female,38,2,Jan,2021,Married,Junior high graduate,Non-gainful occupations,OFW with contract,Land,Malaysia,15,True,Elementary Occupations,Other Service Activities,15000,2,True,Apr,2021,End of contract,Already Returned,0,With Remittance,90000.0,Money Transfer Services,ABCD,60.0,20.0,10.0,10.0,0.0,False,0.0,False,0.0,858.2435,2,2023,Caloocan City,True,True,True,True,False
3042,NCR,2571,6,Child,Male,38,3,Apr,2023,Single,College graduate,Service and sales workers,OFW with contract,Land,Western Asia,13,True,Professionals,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,50000,57,False,Still Abroad,0,Still Abroad,May,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,True,10000.0,956.1351,1,2023,Caloocan City,False,False,False,False,False
3043,NCR,2572,2,Spouse,Female,28,2,Dec,2021,Married,College graduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,29,True,Elementary Occupations,Other Service Activities,22000,48,True,Dec,2021,End of contract,Already Returned,0,With Remittance,39600.0,Money Transfer Services,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,901.2662,2,2023,Caloocan City,True,False,True,False,False
3044,NCR,2573,1,Head,Female,43,1,Aug,2019,Married,College undergraduate,Non-gainful occupations,OFW with contract,Land,United Arab Emirates,12,True,Elementary Occupations,Other Service Activities,42000,12,True,Aug,2020,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,999.1743,2,2023,Caloocan City,False,False,False,False,False
3045,NCR,2574,2,Spouse,Male,39,5,Jan,2023,Married,Junior high graduate,Service and sales workers,OFW with contract,Land,Saudi Arabia,24,True,Craft and related trades worker,Construction,30000,60,True,Aug,2023,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,50000.0,False,0.0,865.0255,1,2023,Caloocan City,False,False,False,False,False
3046,NCR,2575,5,Sibling,Female,24,1,Jun,2023,Separated,Junior high undergraduate,Non-gainful occupations,OFW with contract,Land,Japan,3,True,Elementary Occupations,Other Service Activities,49000,3,True,Sep,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,50000.0,False,0.0,946.0367,1,2023,Caloocan City,False,False,False,False,False
3047,NCR,2576,2,Child,Female,32,1,Aug,2023,Married,Junior high undergraduate,Elementary Occupations,OFW with contract,Land,United Arab Emirates,24,True,Service and sales workers,Wholesale and Retail Trade; Repair of Motor Vehicles and Motorcycles,28000,1,False,Still Abroad,0,Still Abroad,Aug,2025,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,856.1542,1,2023,Caloocan City,False,False,False,False,False
3048,NCR,2577,8,Child,Female,25,1,May,2023,Separated,Junior high undergraduate,Service and sales workers,OFW with contract,Land,United Arab Emirates,25,True,Elementary Occupations,Other Service Activities,30000,4,False,Still Abroad,0,Still Abroad,Jun,2025,With Remittance,90000.0,Bank,AC,90.0,0.0,10.0,0.0,0.0,False,0.0,False,0.0,856.1542,1,2023,Caloocan City,True,False,True,False,False
3049,NCR,2578,2,Spouse,Male,43,2,Mar,2023,Married,College graduate,Non-gainful occupations,OFW with contract,Sea,America,15,True,Technicians and associate professionals,Accommodation and Food Service Activities,48000,18,False,Still Abroad,0,Still Abroad,Jun,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,886.1565,1,2023,Caloocan City,False,False,False,False,False
3050,NCR,2579,2,Spouse,Female,52,1,Oct,2018,Married,Junior high graduate,Plant and machine operators and assemblers,OFW with contract,Land,Kuwait,23,True,Elementary Occupations,Other Service Activities,20000,23,True,Sep,2020,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1167.6286,2,2023,Caloocan City,False,False,False,False,False
3051,NCR,2580,2,Spouse,Female,34,1,Aug,2021,Married,College graduate,Non-gainful occupations,OFW with contract,Land,Singapore,25,True,Elementary Occupations,Other Service Activities,24000,25,True,Sep,2023,End of contract,Already Returned,0,With Remittance,60000.0,Bank,AC,75.0,0.0,25.0,0.0,0.0,True,50000.0,False,0.0,814.5979,1,2023,Caloocan City,True,False,True,False,False
3052,NCR,2581,2,Spouse,Male,41,1,Oct,2018,Married,Junior high undergraduate,Elementary Occupations,OFW with contract,Land,United Arab Emirates,88,True,Elementary Occupations,Construction,30000,59,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,150000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,864.1905,1,2023,Caloocan City,True,False,False,False,False
3053,NCR,2582,1,Head,Male,32,1,Dec,2018,Married,College graduate,Non-gainful occupations,OFW with contract,Sea,Saudi Arabia,56,True,Service and sales workers,Accommodation and Food Service Activities,50000,56,True,Aug,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,300000.0,False,0.0,927.659,1,2023,Caloocan City,False,False,False,False,False
3054,NCR,2583,1,Head,Male,36,1,Mar,2019,Married,Post graduate,Service and sales workers,OFW with contract,Land,Qatar,12,True,Service and sales workers,Construction,196000,12,True,Mar,2020,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,724.7511,2,2023,Caloocan City,False,False,False,False,False
3055,NCR,2583,4,Parent,Male,69,1,Jan,2023,Married,College graduate,Technicians and associate professionals,OFW with contract,Sea,Singapore,3,True,Technicians and associate professionals,Transportation and Storage,60000,3,True,Apr,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,100000.0,False,0.0,831.7133,1,2023,Caloocan City,False,False,False,False,False
3056,NCR,2584,6,Spouse's child,Female,35,1,Oct,2018,Married,College graduate,Clerical support workers,OFW with contract,Land,United Arab Emirates,88,True,Technicians and associate professionals,Administrative and Support Service Activities,30000,59,False,Still Abroad,0,Still Abroad,Indefinite,8888,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,879.0034,1,2023,Caloocan City,False,False,False,False,False
3057,NCR,2585,4,Child,Female,28,1,Aug,2023,Single,College graduate,Non-gainful occupations,OFW with contract,Sea,Europe,8,True,Plant and machine operators and assemblers,Transportation and Storage,40000,1,False,Still Abroad,0,Still Abroad,Apr,2024,With Remittance,20000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,717.3184,1,2023,Caloocan City,True,False,False,False,False
3058,NCR,2586,2,Spouse,Female,44,1,Dec,2018,Married,Junior high graduate,Non-gainful occupations,OFW with contract,Land,Saudi Arabia,88,True,Elementary Occupations,Other Service Activities,30000,57,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,90000.0,Bank,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,892.4213,1,2023,Caloocan City,True,False,False,False,False
3059,NCR,2587,1,Head,Female,49,1,Nov,2019,Married,College graduate,Technicians and associate professionals,OFW with contract,Land,Singapore,2,True,Technicians and associate professionals,Information and Communication,143000,2,True,Jan,2020,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,965.4072,2,2023,Caloocan City,False,False,False,False,False
3060,NCR,2588,1,Head,Male,48,6,Jul,2022,Married,College graduate,Non-gainful occupations,OFW with contract,Sea,Singapore,8,True,Plant and machine operators and assemblers,Transportation and Storage,50000,48,True,Mar,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1045.8867,2,2023,Caloocan City,False,False,False,False,False
3061,NCR,2589,2,Spouse,Male,59,10,Aug,2021,Married,College graduate,Non-gainful occupations,OFW with contract,Land,Africa,24,True,Clerical support workers,Manufacturing,48000,60,True,Aug,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,200000.0,False,0.0,749.7227,1,2023,Caloocan City,False,False,False,False,False
3062,NCR,2590,4,Sibling,Female,42,3,Nov,2018,Single,College graduate,Professionals,OFW without contract,Land,Australia,2,True,Professionals,"Professional, Scientific, and Technical Activities",40000,3,True,Feb,2019,Others,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,992.4231,2,2023,Caloocan City,False,False,False,False,False
3063,NCR,2591,2,Spouse,Female,50,2,Jan,2023,Married,Post secondary graduate,Non-gainful occupations,OFW with contract,Land,Saudi Arabia,24,True,Elementary Occupations,Other Service Activities,20000,48,True,Sep,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,50000.0,False,0.0,1219.8787,1,2023,Caloocan City,False,False,False,False,False
3064,NCR,2592,2,Spouse,Male,36,4,Sep,2021,Married,Junior high graduate,Elementary Occupations,OFW with contract,Land,Saudi Arabia,24,True,Craft and related trades worker,Construction,50000,60,True,Jan,2023,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,925.811,2,2023,Caloocan City,False,False,False,False,False
3065,NCR,2593,3,Other relative,Female,23,1,Dec,2022,Single,College graduate,Service and sales workers,OFW with contract,Land,United Arab Emirates,36,True,Service and sales workers,Accommodation and Food Service Activities,36000,9,False,Still Abroad,0,Still Abroad,Dec,2025,With Remittance,86400.0,Bank,AC,75.0,0.0,25.0,0.0,0.0,False,0.0,False,0.0,948.7167,1,2023,Caloocan City,True,False,True,False,False
3066,NCR,2594,1,Head,Female,40,1,Dec,2018,Married,College undergraduate,Non-gainful occupations,OFW with contract,Land,Saudi Arabia,24,True,Elementary Occupations,Other Service Activities,20000,24,True,Dec,2020,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,1075.4626,2,2023,Caloocan City,False,False,False,False,False
3067,NCR,2595,2,Spouse,Male,33,1,Apr,2023,Married,College graduate,Service and sales workers,OFW with contract,Sea,Australia,9,True,Service and sales workers,Transportation and Storage,50000,5,False,Still Abroad,0,Still Abroad,Jan,2024,With Remittance,61000.0,Bank,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,351.7878,1,2023,Las Pinas,True,False,True,False,False
3068,NCR,2596,2,Child,Male,40,3,Sep,2022,Single,Post secondary graduate,Elementary Occupations,OFW with contract,Land,Qatar,12,True,Manager,Transportation and Storage,50000,36,True,Sep,2023,Others,Already Returned,0,With Remittance,100000.0,Bank,AC,60.0,0.0,40.0,0.0,0.0,True,100000.0,False,0.0,543.7422,1,2023,Las Pinas,True,False,True,False,False
3069,NCR,2597,6,Other relative,Male,45,1,Aug,2023,Married,College graduate,Plant and machine operators and assemblers,OFW with contract,Land,Qatar,88,True,Elementary Occupations,Accommodation and Food Service Activities,30000,1,False,Still Abroad,0,Still Abroad,Indefinite,8888,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,355.3048,1,2023,Las Pinas,False,False,False,False,False
3070,NCR,2598,2,Spouse,Male,33,1,Apr,2023,Married,College graduate,Technicians and associate professionals,OFW with contract,Land,America,88,True,Technicians and associate professionals,Accommodation and Food Service Activities,40000,5,False,Still Abroad,0,Still Abroad,Indefinite,8888,With Remittance,50000.0,Bank,AC,50.0,0.0,50.0,0.0,0.0,False,0.0,False,0.0,334.5674,1,2023,Las Pinas,True,False,True,False,False
3071,NCR,2599,1,Head,Male,73,1,Jul,2019,Married,College graduate,Manager,Tourist,Not Applicable (Unemployed),Australia,2,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Sep,2019,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,True,0.0,False,0.0,366.7154,2,2023,Las Pinas,False,False,False,False,False
3072,NCR,2599,2,Spouse,Female,64,1,Jul,2019,Married,College graduate,Service and sales workers,Tourist,Not Applicable (Unemployed),Australia,3,False,Not Applicable (Unemployed),Not Applicable (Unemployed),0,0,True,Oct,2019,Visit friends and relatives,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,390.3981,2,2023,Las Pinas,False,False,False,False,False
3073,NCR,2600,3,Child,Male,45,2,Dec,2022,Single,College graduate,Plant and machine operators and assemblers,OFW with contract,Sea,Japan,12,True,Plant and machine operators and assemblers,Transportation and Storage,30000,29,False,Still Abroad,0,Still Abroad,Dec,2023,With Remittance,90000.0,Bank,ACD,50.0,0.0,30.0,20.0,0.0,False,0.0,True,27000.0,349.3333,1,2023,Las Pinas,True,False,True,True,False
3074,NCR,2601,2,Spouse,Male,45,1,Apr,2023,Married,College graduate,Technicians and associate professionals,OFW with contract,Land,United Arab Emirates,24,True,Technicians and associate professionals,Financial and Insurance Activities,60000,5,False,Still Abroad,0,Still Abroad,Apr,2025,With Remittance,150000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,367.4967,1,2023,Las Pinas,True,False,False,False,False
3075,NCR,2602,2,Spouse,Female,43,2,Jul,2023,Married,Junior high graduate,Service and sales workers,OFW with contract,Land,Hongkong,12,True,Elementary Occupations,Other Service Activities,30000,2,False,Still Abroad,0,Still Abroad,Jul,2024,With Remittance,40000.0,Money Transfer Services,A,100.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,512.4841,1,2023,Las Pinas,True,False,False,False,False
3076,NCR,2603,2,Child,Male,51,1,Nov,2019,Separated,College graduate,Craft and related trades worker,OFW with contract,Land,Taiwan,48,True,Technicians and associate professionals,Construction,40000,46,False,Still Abroad,0,Still Abroad,Nov,2023,With Remittance,145000.0,Bank,ACD,60.0,0.0,30.0,10.0,0.0,False,0.0,True,25000.0,412.5871,1,2023,Las Pinas,True,False,True,True,False
3077,NCR,2604,2,Spouse,Male,58,4,Aug,2023,Married,Junior high graduate,Elementary Occupations,OFW with contract,Sea,Saudi Arabia,7,True,Plant and machine operators and assemblers,Transportation and Storage,30000,36,False,Still Abroad,0,Still Abroad,Mar,2024,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,380.6986,1,2023,Las Pinas,False,False,False,False,False
3078,NCR,2605,1,Head,Female,46,1,Nov,2019,Separated,College graduate,Service and sales workers,OFW with contract,Land,Kuwait,31,True,Elementary Occupations,Other Service Activities,20000,31,True,Jun,2022,End of contract,Already Returned,0,Without Remittance,0.0,No Remittance,,0.0,0.0,0.0,0.0,0.0,False,0.0,False,0.0,569.3442,2,2023,Las Pinas,False,False,False,False,False
